source_file,date,year,n_items,n_found,Energy,Protein,Carbohydrate,Fiber,"Sugars, Total",Total fat,"Fatty acids, total saturated",Cholesterol,Calcium,Iron,Magnesium,Potassium,Sodium,Zinc,"Vitamin A, RAE",Vitamin C,Vitamin D (D2 + D3),Vitamin B-12,"Folate, total",Thiamin,Riboflavin,raw_energy,is_outlier
2024_08_08_b.csv,2024-08-08,2024,30,30,4864.5,160.98,637.9850000000001,86.3,0.0,228.51999999999992,65.25399999999999,389.0,695.0,45.00500000000001,60.0,2418.0,9474.5,0.38,260.0,433.4,0.0,0.0,41.0,0.124,0.076,4864.5,False
2024_08_28.csv,2024-08-28,2024,35,35,6340.25,354.915,717.5275,78.7,0.0,303.63,149.819,936.0,2667.0,76.9825,182.5,5652.5,20398.75,20.240000000000002,359.0,288.2,0.0,5.5,341.0,2.19,1.1,6340.25,False
2024_08_31.csv,2024-08-31,2024,24,24,10601.25,294.53999999999996,1105.7525000000005,93.89999999999999,0.0,579.7225,194.716,984.25,1946.0,52.160000000000004,404.0,985.0,15536.5,4.22,259.0,351.3,0.0,0.0,37.0,0.671,0.035,10601.25,False
2024_09_28.csv,2024-09-28,2024,29,29,11832.5,636.9799999999998,1865.2849999999996,181.19999999999996,0.0,430.01000000000005,190.91,973.0,4324.0,90.775,0.0,2411.0,20871.5,0.0,0.0,204.7,0.0,0.0,552.0,4.6,2.824,11832.5,False
2024_10_13.csv,2024-10-13,2024,20,20,10140.75,183.92999999999998,994.8175000000001,61.95,0.0,664.5099999999999,112.905,147.0,1271.0,35.4125,0.0,909.0,14140.75,0.0,0.0,500.55,0.0,0.0,0.0,0.0,0.0,10140.75,False
2024_10_29_b.csv,2024-10-29,2024,5,5,6929.0,86.71000000000001,780.0,0.0,0.0,433.2899999999999,260.0,0.0,1729.0,31.2,0.0,0.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6929.0,False
2024_10_31.csv,2024-10-31,2024,6,6,492.3,92.4,43.48,8.6,0.0,81.04299999999999,21.44,196.0,396.0,11.620000000000001,0.0,784.0,3232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.3,True
2024_11_03.csv,2024-11-03,2024,24,24,6000.85,253.07650000000004,598.5154999999999,65.80000000000001,0.0,293.8925,154.44699999999997,858.25,2979.35,23.116999999999994,36.0,5072.05,5848.25,0.28,259.0,626.6300000000001,0.0,0.0,37.0,0.086,0.152,6000.85,False
2024_11_08.csv,2024-11-08,2024,20,20,4874.8924,162.55187500000002,364.576225,50.646,3.196,316.92,169.54000000000002,722.0,1951.3,28.169999999999995,14.98,969.4,7295.03,0.1413,161.0,330.59999999999997,0.0,0.0,37.02,0.0,0.0,4874.8924,False
2024_11_14.csv,2024-11-14,2024,7,7,713.0,53.17,128.57999999999998,14.4,0.0,41.78,12.39,98.0,137.0,11.09,0.0,568.0,1678.0,0.0,193.0,78.6,0.0,0.0,0.0,0.0,0.0,713.0,False
2024_11_22.csv,2024-11-22,2024,25,25,4841.0,204.50000000000003,632.64,47.6,0.0,164.80999999999997,69.55,361.0,1676.0,38.08,0.0,1994.0,9522.0,0.0,354.0,136.10000000000002,0.0,0.0,140.0,0.0,0.0,4841.0,False
2024_12_01.csv,2024-12-01,2024,22,22,8661.7924,164.42887499999998,796.0227249999999,86.791,3.196,536.372,305.70745,1374.0,1689.75,54.10700000000001,81.83000000000001,2275.9500000000003,13758.679999999998,1.3178,13.4,338.785,0.0,0.0,145.42000000000002,0.2144,1.4863000000000002,8661.7924,False
2024_12_06.csv,2024-12-06,2024,23,23,10303.0,303.87499999999994,1180.6200000000003,88.1,0.0,541.15,291.04,1417.0,1933.5,71.33500000000001,0.0,1528.0,13978.0,0.0,129.0,155.45,0.0,0.0,0.0,10.0,3.3200000000000003,10303.0,False
2024_12_12.csv,2024-12-12,2024,12,12,6136.0,334.68999999999994,888.6600000000001,32.900000000000006,0.0,205.2199999999999,86.63999999999999,1277.0,2536.0,28.4,0.0,392.0,12407.0,0.0,0.0,162.70000000000002,0.0,0.0,0.0,0.0,0.0,6136.0,False
2024_12_17.csv,2024-12-17,2024,16,16,6352.0,423.33,747.375,25.5,0.0,196.28500000000003,86.43,1298.0,1510.5,52.47500000000001,80.0,1176.0,13732.5,24.68,12.0,0.0,0.0,11.0,40.0,0.192,0.7,6352.0,False
2024_12_20.csv,2024-12-20,2024,1,1,107.0,19.64,0.0,0.0,0.0,3.57,1.79,45.0,0.0,1.93,0.0,0.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,True
2024_12_28.csv,2024-12-28,2024,27,27,10414.6,459.519,1596.3290000000009,88.15999999999998,0.0,312.91399999999993,95.9085,838.0,2728.0,76.48500000000001,1275.8249999999998,9911.15,20222.1,39.199999999999996,130.0,424.16,4.800000000000001,17.22,444.5,1.9180000000000001,4.11785,10414.6,False
2024_12_31.csv,2024-12-31,2024,10,10,2341.0,45.980000000000004,419.99999999999994,41.9,0.0,56.97,37.266999999999996,0.0,1230.0,19.14,19.0,1808.0,2740.0,0.19,481.0,192.79999999999998,0.0,0.0,66.0,0.04,0.07,2341.0,False
2024_31_08.csv,2024-08-31,2024,25,25,9999.25,324.18999999999994,1159.0625000000002,90.39999999999999,0.0,473.22249999999997,225.532,1263.25,2983.0,52.61000000000001,28.0,326.0,11223.5,0.16,259.0,330.6,0.0,0.0,15.0,0.054,0.0,9999.25,False
2025_01_05.csv,2025-01-05,2025,9,9,4962.0,234.09999999999997,534.36,74.7,0.0,160.34,27.299999999999997,274.0,1825.0,25.17,40.0,741.0,11023.0,12.34,38.0,155.6,0.0,5.5,20.0,0.096,0.422,4962.0,False
2025_01_06.csv,2025-01-06,2025,11,11,2309.0,105.86999999999999,301.21,21.400000000000002,0.0,74.45,11.21,135.0,650.0,20.02,0.0,164.0,5003.0,0.0,96.0,222.0,0.0,0.0,0.0,0.0,0.0,2309.0,False
2025_01_13.csv,2025-01-13,2025,13,13,1081.6171128107076,105.06,86.6475,37.650000000000006,0.0,126.16,30.516,255.0,402.0,20.877499999999998,158.0,1900.0,2833.75,1.06,1196.0,143.60000000000002,0.0,0.0,388.0,0.156,0.378,1081.6171128107076,True
2025_01_17.csv,2025-01-17,2025,24,24,9090.082217973231,345.36000000000007,1470.53,131.5,0.0,211.64000000000001,68.38400000000001,477.0,1304.0,96.52,504.0,6084.0,27064.0,19.68,2388.0,177.5,0.4,9.92,1040.0,0.9279999999999999,2.0879999999999996,9090.082217973231,False
2025_01_20.csv,2025-01-20,2025,24,24,16601.0,745.6499999999999,2759.4399999999996,130.8,0.0,382.5699999999999,190.962,1649.0,1884.0,158.32,28.0,1770.0,11742.0,0.16,1.0,12.0,0.0,0.0,15.0,25.054000000000002,11.375,16601.0,False
2025_01_22.csv,2025-01-22,2025,7,7,7456.8,96.87799999999999,915.2180000000001,41.06,0.0,401.42799999999994,120.02600000000001,199.0,1651.6,18.2375,94.0,6023.2,3142.2,2.5300000000000002,223.0,235.88000000000002,0.6000000000000001,0.9299999999999999,48.0,0.10200000000000001,1.6627,7456.8,False
2025_02_02.csv,2025-02-02,2025,11,11,22785.0,409.16999999999996,2703.16,120.4,0.0,1075.76,614.478,2127.0,2493.0,57.735,104.0,13017.0,38317.0,15.12,0.0,608.0,0.4,9.92,84.0,0.416,1.052,22785.0,False
2025_02_05.csv,2025-02-05,2025,26,26,16606.087112810706,390.10059999999993,2223.0167,90.268,0.0,765.1949999999999,327.0758,654.46,3328.5,110.46000000000001,206.0,3497.0,13223.69,7.390000000000001,1070.0,123.17500000000001,0.0,2.75,553.0,10.258000000000001,3.9450000000000003,16606.087112810706,False
2025_02_07.csv,2025-02-07,2025,15,15,9096.0,242.15,992.87,60.0,0.0,449.22999999999996,90.26,546.0,1084.0,55.36600000000001,80.0,1562.0,8535.0,24.68,12.0,133.29999999999998,0.0,11.0,40.0,0.192,1.189,9096.0,False
2025_02_15.csv,2025-02-15,2025,19,19,7312.84,415.8316,1247.5000000000002,52.5,0.0,227.15339999999995,88.18,535.0,1095.3400000000001,84.912,67.325,2601.25,17478.16,5.62,0.0,27.6,0.0,0.0,0.0,20.0,6.640000000000001,7312.84,False
2025_02_18.csv,2025-02-18,2025,16,16,8263.55,150.44,975.6825,46.5,0.0,363.6955,151.17000000000002,559.25,744.0,34.04,0.0,1112.0,10885.5,0.0,128.0,65.8,0.0,0.0,140.0,0.0,0.0,8263.55,False
2025_02_22.csv,2025-02-22,2025,23,23,17945.0,445.2399999999999,2237.7475000000004,14.099999999999998,0.0,920.4900000000001,455.5930000000001,1875.5,5727.5,52.48,230.0,3012.0,14230.25,14.440000000000003,0.0,314.375,4.800000000000001,17.22,74.0,0.41400000000000003,2.5700000000000007,17945.0,False
2025_02_25.csv,2025-02-25,2025,8,8,1484.0,84.63,284.59999999999997,27.6,0.0,48.21,12.39,242.0,205.0,14.56,0.0,2363.0,1847.0,0.0,129.0,30.0,0.0,0.0,0.0,0.0,0.0,1484.0,False
2025_03_02.csv,2025-03-02,2025,25,25,6933.242925430211,376.82700000000006,664.4765000000001,195.36,0.0,384.72450000000003,208.526,1141.85,862.45,42.5115,113.0,7292.4,5358.75,11.899999999999999,3.5,433.905,0.30000000000000004,7.4399999999999995,192.5,0.529,0.8835000000000001,6933.242925430211,False
2025_03_05.csv,2025-03-05,2025,33,33,5454.784799999999,279.3737499999999,689.49245,81.392,6.392,185.68000000000004,59.91,598.0,3789.6,58.38999999999999,29.96,2237.8,10252.06,0.2826,774.0,581.7,0.0,0.0,74.04,0.0,0.0,5454.784799999999,False
2025_03_14.csv,2025-03-14,2025,28,28,7128.6,280.029,984.669,118.36000000000001,0.0,286.8689999999999,65.11,343.0,558.0,61.355,56.0,7919.9,14212.6,0.32,131.0,447.76,0.0,0.0,450.0,0.108,0.22385,7128.6,False
2025_03_19.csv,2025-03-19,2025,19,19,3884.5,238.12,454.63,33.300000000000004,0.0,165.395,45.694,533.0,257.0,39.43,156.0,2835.0,9718.0,31.170000000000005,178.0,54.0,0.0,13.75,80.0,0.348,0.875,3884.5,False
